k	a	set	resolving?
13	3	0011002021020,0121202102021,0121210122020,0010202122020,1121102122120,1121222112020,0121212122020,1121222110000,0002201222020,1121102122020,1121102122010,1121222122220,0011002122020,0011002021022	True
13	3	0002020020011,0002210020022,0102201212021,0002020020021,0011210020021,0100210120021,0002212000021,0102201212121,1202110020221,0102201020001,0102210020021,0002212021021,0102201210021,0002020020010	True
13	3	0001202012101,0101100012102,0101100011101,0001222112101,0011002002021,0001112012101,0101102022101,0101102022111,0011002012101,0001222112201,1220102010101,0101102212101,0102101012101,0001202012100	True
13	3	0000212100010,1112012020112,0121101011010,0010212020010,1110212220020,1110212220010,0121101010010,0000212122010,0000212122200,1110220020010,0000212020010,1112212020010,1110222020010,0000212100011	True
13	3	0001012012221,2000122112000,2001222202201,0101101022201,2001122012201,0101122012201,0012120012201,2001122011211,0101102012201,0012120012101,2000122012201,2001122011201,2001222210201,0001012012222	True
13	3	0101100200111,1111100112110,0011220121211,0011200111021,0011100111111,0000000111111,0101100201111,0011222011101,0102111111111,0011220111111,0011222011111,0101100111111,0011200111111,0101100200112	True
13	3	0100220010012,0000212001110,0002201011212,0002201021212,0100220010212,0000210011212,0002210011212,1101210111212,1101210111202,0100220011212,0002010011222,0010110011212,0000210212212,0100220010011	True
13	3	2100220010100,2100220012101,2101200012100,2101220022100,2100112012000,2100220012120,0110020012100,2101220012100,2101200111100,0012220002100,0110021012100,0110021012200,0000220212110,2100220010102	True
13	3	0122122101121,2001012102022,0012012101021,0122012101021,0120010101021,0002212100021,2001012101021,0122012101011,0122011101001,0002212221021,0002212201021,0012012101221,0012002011021,0122122101120	True
13	3	0100020121022,0011111002011,0100121012012,1210221022012,0100020122012,0000121222212,0100001022112,0011112022012,0100121022002,0100001022012,0000121022012,0100020121012,0102121020012,0100020121020	True
13	3	0002001012010,1202002102101,0002001012000,1201101022000,1202001011200,0122001012000,1202002012000,1202001012000,1201101012000,0002201010000,1202002102000,0010011012020,1202020212000,0002001012012	True
13	3	2011101122110,0000121122102,0000021202100,2011101122100,0002121021100,0002121022100,0102221112100,0000121122020,0000012122100,0002121122100,0012121122200,0000021220100,2011100122100,2011101122111	True
13	3	1022101020022,0010201021010,0001101222022,0010212022022,1020101022022,1020101102022,0120120022022,0001101212122,0010201022022,1020101102002,0120121022022,0120001022022,0120001022222,1022101020021	True
13	3	0001000221122,1211222211121,0122022202102,0011122220122,1211022021122,0010022221022,0122022201122,0122022221122,0011111221122,0011122220112,0011122220222,0011112221122,0010022121122,0001000221120	True
13	3	2011222110001,0011022000000,0002222220001,0111222220001,0002221220001,0011022020201,0110212220001,0110220220101,0011022020021,0002222221001,2011102222001,2011222220001,0011022020211,2011222110002	True
13	3	0101221221211,2221111222212,0101221122211,0101110222211,2222111020001,2222111020211,0000011222211,2221101222111,2222111022221,0101111222211,2222111020011,0011112212211,2221111202211,0101221221210	True
13	3	0112122201021,1211202200020,0112110201011,0110022221021,1211202201021,0112110101021,1211022201221,0002021201021,0012022201021,1211202211121,1211202211021,0112112002021,0002021201001,0112122201022	True
13	3	0011121120101,2212121200110,2212212022121,2212212022101,2212220120101,0100101120101,0001121120101,2212212120001,2212211120101,0101021120201,2212212110101,0101021120101,2212212111101,0011121120102	True
13	3	0110021112220,0111021210222,2200021010200,0002101010020,2200011010120,0002101010220,0111021010220,0010021000210,2200021010220,0111020011220,0110222010220,0111020010220,0002101020220,0110021112221	True
13	3	0000110102221,0121020120222,2022111122221,2020110122201,0010110121021,0010110222211,2022210022221,2020110112221,0010110222221,2020110122121,0010110122221,2022110122221,2020102122221,0000110102220	True
13	3	2110120022202,0000120002001,0111100002002,0002020001012,0111220002102,0111220002002,2110120022222,0002022100002,0002022002002,0002022102002,0010120202002,2110120002002,0010111012002,2110120022200	True
13	3	0011100112202,1002100112220,1000110112202,0110020002202,1000100112102,0000100112202,1002100112202,0011101112202,0000202112202,1002100212202,1000100112212,0011101110002,1002100121202,0011100112201	True
13	3	0012002111122,0001101010021,0001102111022,0001101111022,0001101011022,0001122212022,0012202111022,0002012101022,1022000121002,0001101111012,0110002111022,0002012111022,0110002111222,0012002111120	True
13	3	2000110010120,2002012012122,0111011010020,0002002010120,0012012110120,0111011010120,2000122010220,2002012010120,0111212010110,2000122021100,2000122021120,2000110210120,2000112000120,2000110010121	True
13	3	1201121101020,1201122200022,1201122220020,0012112102020,0001122110020,0111122100020,0001122110100,0001122110120,0012220100010,0000002100220,1201121000020,1201121100020,0012122100020,1201121101021	True
13	3	2101201222000,0001100222202,0001100202100,0002001222000,0002201122000,0001101220020,0001100202110,0011202221000,0001121222000,0120211222000,0002001012000,0001100222000,0001101222000,2101201222001	True
13	3	2221022222100,0111222112002,0010200122110,0010200122100,0010202102100,0001222122100,0010202122120,0111112120100,2222222122100,0010202101100,0010221122100,0010221122200,0111222022100,2221022222101	True
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000111	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000112	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000120	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000121	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000122	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000200	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000201	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000202	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000210	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000211	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000212	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000220	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000221	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000000222	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001000	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001001	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001002	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001010	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001011	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001012	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001020	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001021	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001022	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001100	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001101	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001102	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001110	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001111	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001112	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001120	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001121	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001122	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001200	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001201	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001202	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001210	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001211	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001212	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001220	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001221	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000001222	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000002000	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000002001	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000002002	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000002010	False
13	3	0000000000000,0000000000001,0000000000002,0000000000010,0000000000011,0000000000012,0000000000020,0000000000021,0000000000022,0000000000100,0000000000101,0000000000102,0000000000110,0000000002011	False
